Plan Start Date,Plan End Date,Unit of Work Name ,Day of Plan, Forecast Inv Age, Forecast Inv Vol, Hour of Plan 
10/01/2018 , 10/14/2018 , NEW_APP , 6.000000 , 2.000000 , 49.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 6.000000 , 3.000000 , 144.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 6.000000 , 4.000000 , 14.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 6.000000 , 5.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 6.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 6.000000 , 0.000000 , 130.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 6.000000 , 1.000000 , 110.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 6.000000 , 2.000000 , 120.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 6.000000 , 3.000000 , 110.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 6.000000 , 4.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 6.000000 , 5.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 6.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 6.000000 , 0.000000 , 40.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 6.000000 , 1.000000 , 40.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 6.000000 , 2.000000 , 45.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 6.000000 , 3.000000 , 55.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 6.000000 , 4.000000 , 50.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 6.000000 , 5.000000 , 29.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 6.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 6.000000 , 0.000000 , 26.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 6.000000 , 1.000000 , 25.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 6.000000 , 2.000000 , 30.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 6.000000 , 3.000000 , 25.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 6.000000 , 4.000000 , 20.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 6.000000 , 5.000000 , 18.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 6.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 6.000000 , 0.000000 , 128.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 6.000000 , 1.000000 , 146.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 6.000000 , 2.000000 , 113.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 6.000000 , 3.000000 , 144.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 6.000000 , 4.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 6.000000 , 5.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 6.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 6.000000 , 0.000000 , 150.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 6.000000 , 1.000000 , 240.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 6.000000 , 2.000000 , 300.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 6.000000 , 3.000000 , 200.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 6.000000 , 4.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 6.000000 , 5.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 6.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 6.000000 , 0.000000 , 117.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 6.000000 , 1.000000 , 115.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 6.000000 , 2.000000 , 110.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 6.000000 , 3.000000 , 130.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 6.000000 , 4.000000 , 117.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 6.000000 , 5.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 6.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 6.000000 , 0.000000 , 310.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 6.000000 , 1.000000 , 320.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 6.000000 , 2.000000 , 360.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 6.000000 , 3.000000 , 240.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 6.000000 , 4.000000 , 68.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 6.000000 , 5.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 6.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 6.000000 , 0.000000 , 320.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 6.000000 , 1.000000 , 356.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 6.000000 , 2.000000 , 455.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 6.000000 , 3.000000 , 487.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 6.000000 , 4.000000 , 425.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 6.000000 , 5.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 6.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 7.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 7.000000 , 1.000000 , 61.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 7.000000 , 2.000000 , 58.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 7.000000 , 3.000000 , 49.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 7.000000 , 4.000000 , 144.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 7.000000 , 5.000000 , 14.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 7.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 7.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 7.000000 , 1.000000 , 130.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 7.000000 , 2.000000 , 110.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 7.000000 , 3.000000 , 120.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 7.000000 , 4.000000 , 110.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 7.000000 , 5.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 7.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 7.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 7.000000 , 1.000000 , 40.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 7.000000 , 2.000000 , 40.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 7.000000 , 3.000000 , 45.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 7.000000 , 4.000000 , 55.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 7.000000 , 5.000000 , 50.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 7.000000 , 6.000000 , 29.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 7.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 7.000000 , 1.000000 , 26.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 7.000000 , 2.000000 , 25.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 7.000000 , 3.000000 , 30.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 7.000000 , 4.000000 , 25.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 7.000000 , 5.000000 , 20.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 7.000000 , 6.000000 , 18.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 7.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 7.000000 , 1.000000 , 128.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 7.000000 , 2.000000 , 146.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 7.000000 , 3.000000 , 113.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 7.000000 , 4.000000 , 144.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 7.000000 , 5.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 7.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 7.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 7.000000 , 1.000000 , 150.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 7.000000 , 2.000000 , 240.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 7.000000 , 3.000000 , 300.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 7.000000 , 4.000000 , 200.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 7.000000 , 5.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 7.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 7.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 7.000000 , 1.000000 , 117.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 7.000000 , 2.000000 , 115.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 7.000000 , 3.000000 , 110.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 7.000000 , 4.000000 , 130.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 7.000000 , 5.000000 , 117.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 7.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 7.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 7.000000 , 1.000000 , 310.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 7.000000 , 2.000000 , 320.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 7.000000 , 3.000000 , 360.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 7.000000 , 4.000000 , 240.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 7.000000 , 5.000000 , 68.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 7.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 7.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 7.000000 , 1.000000 , 320.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 7.000000 , 2.000000 , 356.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 7.000000 , 3.000000 , 455.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 7.000000 , 4.000000 , 487.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 7.000000 , 5.000000 , 425.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 7.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 8.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 8.000000 , 1.000000 , 61.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 8.000000 , 2.000000 , 58.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 8.000000 , 3.000000 , 49.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 8.000000 , 4.000000 , 144.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 8.000000 , 5.000000 , 14.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 8.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 8.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 8.000000 , 1.000000 , 130.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 8.000000 , 2.000000 , 110.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 8.000000 , 3.000000 , 120.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 8.000000 , 4.000000 , 110.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 8.000000 , 5.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 8.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 8.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 8.000000 , 1.000000 , 40.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 8.000000 , 2.000000 , 40.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 8.000000 , 3.000000 , 45.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 8.000000 , 4.000000 , 55.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 8.000000 , 5.000000 , 50.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 8.000000 , 6.000000 , 29.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 8.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 8.000000 , 1.000000 , 26.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 8.000000 , 2.000000 , 25.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 8.000000 , 3.000000 , 30.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 8.000000 , 4.000000 , 25.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 8.000000 , 5.000000 , 20.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 8.000000 , 6.000000 , 18.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 8.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 8.000000 , 1.000000 , 128.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 8.000000 , 2.000000 , 146.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 8.000000 , 3.000000 , 113.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 8.000000 , 4.000000 , 144.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 8.000000 , 5.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 8.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 8.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 8.000000 , 1.000000 , 150.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 8.000000 , 2.000000 , 240.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 8.000000 , 3.000000 , 300.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 8.000000 , 4.000000 , 200.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 8.000000 , 5.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 8.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 8.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 8.000000 , 1.000000 , 117.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 8.000000 , 2.000000 , 115.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 8.000000 , 3.000000 , 110.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 8.000000 , 4.000000 , 130.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 8.000000 , 5.000000 , 117.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 8.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 8.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 8.000000 , 1.000000 , 310.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 8.000000 , 2.000000 , 320.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 8.000000 , 3.000000 , 360.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 8.000000 , 4.000000 , 240.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 8.000000 , 5.000000 , 68.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 8.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 8.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 8.000000 , 1.000000 , 320.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 8.000000 , 2.000000 , 356.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 8.000000 , 3.000000 , 455.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 8.000000 , 4.000000 , 487.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 8.000000 , 5.000000 , 425.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 8.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 9.000000 , 0.000000 , 80.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 9.000000 , 1.000000 , 61.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 9.000000 , 2.000000 , 58.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 9.000000 , 3.000000 , 49.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 9.000000 , 4.000000 , 144.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 9.000000 , 5.000000 , 14.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 9.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 9.000000 , 0.000000 , 110.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 9.000000 , 1.000000 , 130.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 9.000000 , 2.000000 , 110.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 9.000000 , 3.000000 , 120.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 9.000000 , 4.000000 , 110.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 9.000000 , 5.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , PC_LCD , 9.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 9.000000 , 0.000000 , 50.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 9.000000 , 1.000000 , 40.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 9.000000 , 2.000000 , 40.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 9.000000 , 3.000000 , 45.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 9.000000 , 4.000000 , 55.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 9.000000 , 5.000000 , 50.000000 , 0.000000 
10/01/2018 , 10/14/2018 , APP_REVIEW , 9.000000 , 6.000000 , 29.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 9.000000 , 0.000000 , 20.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 9.000000 , 1.000000 , 26.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 9.000000 , 2.000000 , 25.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 9.000000 , 3.000000 , 30.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 9.000000 , 4.000000 , 25.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 9.000000 , 5.000000 , 20.000000 , 0.000000 
10/01/2018 , 10/14/2018 , EB_IVA , 9.000000 , 6.000000 , 18.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 9.000000 , 0.000000 , 127.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 9.000000 , 1.000000 , 128.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 9.000000 , 2.000000 , 146.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 9.000000 , 3.000000 , 113.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 9.000000 , 4.000000 , 144.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 9.000000 , 5.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 9.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 9.000000 , 0.000000 , 200.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 9.000000 , 1.000000 , 150.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 9.000000 , 2.000000 , 240.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 9.000000 , 3.000000 , 300.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 9.000000 , 4.000000 , 200.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 9.000000 , 5.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 9.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 9.000000 , 0.000000 , 120.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 9.000000 , 1.000000 , 117.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 9.000000 , 2.000000 , 115.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 9.000000 , 3.000000 , 110.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 9.000000 , 4.000000 , 130.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 9.000000 , 5.000000 , 117.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 9.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 9.000000 , 0.000000 , 250.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 9.000000 , 1.000000 , 310.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 9.000000 , 2.000000 , 320.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 9.000000 , 3.000000 , 360.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 9.000000 , 4.000000 , 240.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 9.000000 , 5.000000 , 68.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 9.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 9.000000 , 0.000000 , 580.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 9.000000 , 1.000000 , 320.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 9.000000 , 2.000000 , 356.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 9.000000 , 3.000000 , 455.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 9.000000 , 4.000000 , 487.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 9.000000 , 5.000000 , 425.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 9.000000 , 6.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 10.000000 , 0.000000 , 144.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 10.000000 , 1.000000 , 80.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 10.000000 , 2.000000 , 61.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 10.000000 , 3.000000 , 58.000000 , 0.000000 
10/01/2018 , 10/14/2018 , NEW_APP , 10.000000 , 4.000000 , 49.000000 , 0.000000 
